title,year,name,type,character,n
Il falso bugiardo,2008,Sergio Leone,actor,Himself,
Ladri di biciclette,1948,Sergio Leone,actor,A Seminary Student,
Mothers,2017,Sergio (II) Leone,actor,Khalid,11.0
The Fallen,2004,Sergio (II) Leone,actor,Salvatore,
Vallanzasca - Gli angeli del male,2010,Sergio (II) Leone,actor,Intervistatore Radio Popolare,68.0
"Vivaldi, the Red Priest",2009,Sergio (II) Leone,actor,And with,14.0
New York Masali,2017,Sergio (V) Leone,actor,Sergio,
Evan & Hunter,2014,Steve Leone,actor,Henry Wagner,
Gettysburg,1993,Steve Leone,actor,An Officer,34.0
One Man's Hero,1999,Steve Leone,actor,John Daly,18.0
Batman Untold,2010,Steven Leone,actor,Detective Flass,8.0
Batman Untold,2010,Steven Leone,actor,Clown Goon #2,8.0
Crossed the Line,2014,Venus Leone,actor,Hoodrat,
Detonator,2013,Walter Leone,actor,Dude,
Tui shou,1992,William Leone,actor,Homeless Man,
Pif-Paf,1945,Leonel,actor,Trombone,
Fruitvale Station,2013,Guzman Leonel,actor,Young Teenager,74.0
Adriana,2004,José Leonel,actor,Good-Man 4,17.0
Golden Boy,1996,Bruno Leonelli,actor,Fanton,11.0
L'appartement,1996,Bruno Leonelli,actor,Alain Beccaria,9.0
Le plus beau jour de ma vie,2004,Bruno Leonelli,actor,Brigadier,18.0
Cidade Baixa,2005,Joao Miguel Leonelli,actor,Pharmacist,5.0
Obce cialo,2014,Riccardo Leonelli,actor,Angelo,1.0
Outing - Fidanzati per sbaglio,2013,Riccardo Leonelli,actor,Luigi Pavoni,7.0
Vallanzasca - Gli angeli del male,2010,Riccardo Leonelli,actor,Bruno,69.0
Young Europe,2012,Riccardo Leonelli,actor,Angelo De Carolis,
The Amazing Praybeyt Benjamin,2014,Junju Leones,actor,Singkil Dancer,43.0
The Frog Prince,1985,Louis Leonet,actor,Resident,26.0
Edipo re,1967,Francesco Leonetti,actor,Servo di Laio,7.0
I cannibali,1970,Francesco Leonetti,actor,Prime Minister,6.0
Il vangelo secondo Matteo,1964,Francesco Leonetti,actor,Herod II,21.0
Uccellacci e uccellini,1966,Francesco Leonetti,actor,Crow,
Prodigal (II),2011,Matt Leonetti,actor,Car Salesman,
Prodigal (II),2011,Paul Leonetti,actor,Street Thief,
The Human Duplicators,1965,Tommy Leonetti,actor,White Reporter,10.0
China's Little Devils,1945,James B. Leong Jr.,actor,Little chinese boy who was hanged,
I Cover Chinatown,1936,James B. Leong Jr.,actor,Young Chinese Boy,
Nomad Riders,1984,R.K. Leong Jr.,actor,Suspect In Alley,37.0
Monica Z,2013,Adam Leong,actor,Jazz Club Patron,
Monica Z,2013,Adam Leong,actor,Chef,
Run All Night,2015,Adam Leong,actor,MSG Security Guard,
The Secret Life of Walter Mitty,2013,Adam Leong,actor,NYC Pedestrian,
The Wolf of Wall Street,2013,Adam Leong,actor,Stratton Oakmont Stock Broker,
Glitched,2005,Adrian Leong,actor,Goons,
Action Jackson,1988,Al Leong,actor,Dellaplane's Chauffeur,26.0
Aftershock,1990,Al Leong,actor,Fighter,
Awesome Asian Bad Guys,2014,Al Leong,actor,Al (2013),4.0
Beverly Hills Cop III,1994,Al Leong,actor,Car Mechanic,
Big Trouble,1986,Al Leong,actor,Chinese laborer #2,45.0
Big Trouble in Little China,1986,Al Leong,actor,Wing Kong Hatchet Man,31.0
Bill & Ted's Excellent Adventure,1989,Al Leong,actor,Genghis Khan,8.0
Black Rain,1989,Al Leong,actor,Sato's Yakuza Assassin,
Cage,1989,Al Leong,actor,Tiger Joe,6.0
Deadly Target,1994,Al Leong,actor,Guard,20.0
Death Warrant,1990,Al Leong,actor,Bruce,20.0
Die Hard,1988,Al Leong,actor,Uli,18.0
Double Dragon,1994,Al Leong,actor,Lewis,12.0
Escape from L.A.,1996,Al Leong,actor,Hershe Gang Member,
Forbidden Warrior,2005,Al Leong,actor,Yang Sze,15.0
Godzilla,1998,Al Leong,actor,Japanese Fishing Boat Crewman,
Hard Hunted,1993,Al Leong,actor,Raven,7.0
Joshua Tree,1993,Al Leong,actor,Chinese Gunmen #9,53.0
Last Action Hero,1993,Al Leong,actor,Vivaldi Gunmen,
Lethal Weapon,1987,Al Leong,actor,Endo,36.0
Lethal Weapon 4,1998,Al Leong,actor,Wah Sing Ku Triad Member,
My Science Project,1985,Al Leong,actor,Vietnamese Soldier,
Off the Wall,1983,Al Leong,actor,Mt. Joy Cheerleader,
Protocol,1984,Al Leong,actor,Cook,46.0
Rapid Fire,1992,Al Leong,actor,Minh,12.0
Running Scared,1986,Al Leong,actor,Henchman,
Savage Beach,1989,Al Leong,actor,Fu,9.0
She's Having a Baby,1988,Al Leong,actor,Photographer,22.0
Showdown in Little Tokyo,1991,Al Leong,actor,Yoshida's Men,
Sledge: The Untold Story,2005,Al Leong,actor,Evil Doctor,44.0
Steele Justice,1987,Al Leong,actor,Long Hair,15.0
The Ghost,2001,Al Leong,actor,Wu's Thug No.2,
The Perfect Weapon,1991,Al Leong,actor,Man in Croc-Pit Bar,
The Replacement Killers,1998,Al Leong,actor,Terence Wei Gunmen,
The Scorpion King,2002,Al Leong,actor,Asian Training Master,31.0
The Shadow,1994,Al Leong,actor,Tibetan Driver,28.0
Gatwick Gangsters,2017,Alan Leong,actor,Himself,
Far East,1982,Allen Leong,actor,Lieutenant Gregorio,12.0
I Not Stupid Too,2006,Ashley Leong,actor,Jerry,2.0
Pao ba hai zi,2003,Ashley Leong,actor,Little Red Dot,
Tu ran fa cai,2004,Ashley Leong,actor,Ah Boy (Richard' Son),15.0
Patterson's Wager,2015,Calvin Leong,actor,Family Friend #2,
The General Died at Dawn,1936,Charles Leong,actor,Houseboy,
The Hired Killer,2005,Cheen Poh Leong,actor,Chief of Police,7.0
The High Cost of Living,2006,Christopher Leong,actor,Hit & Run Driver,41.0
The Punisher,1989,Colin Leong,actor,Cutter Captain,26.0
Unarmed Combat,2005,Danny Leong,actor,V.I.P.,
South Central,1992,Darren Leong,actor,Kim,28.0
Dei yuk dai sup gau tsang,2007,David Leong,actor,Admin Clerk,
Hua pi,2008,David Leong,actor,Xia Hou Xiang,8.0
Into the Sun,2005,David Leong,actor,Tong #1,41.0
Max Rules,2004,David Leong,actor,Kung-Fu Instructor,18.0
Simply Fobulous,2005,David Leong,actor,Lion Dancer,26.0
Xiaohai bu ben,2002,David Leong,actor,Mr. Liu's Colleague,
Finishing the Game: The Search for a New Bruce Lee,2007,Eric (III) Leong,actor,Bruce Lee Extra,
Six Ways to Sunday,1997,Eugene Leong,actor,Angry Chinese Man,9.0
The Young Girl and the Monsoon,1999,Eugene Leong,actor,Cook,10.0
Better Luck Tomorrow,2002,Evan Jackson Leong,actor,Slapper's Boyfriend,80.0
Bat*21,1988,Fredolin Leong,actor,NVA,28.0
Bat*21,1988,Fredolin Leong,actor,VC Officer,28.0
For the Freedom of the East,1918,Gilbert Leong,actor,Undetermined Role,11.0
Just Follow Law: Wo zai zheng fu bu men de ri zi,2007,Hossan Leong,actor,LRA Representative,10.0
One Last Dance,2006,Hossan Leong,actor,Treesan,
One Leg Kicking,2001,Hossan Leong,actor,Eugene,
Xiaohai bu ben,2002,Hossan Leong,actor,Ben,
A Yank on the Burma Road,1942,James B. Leong,actor,Guerilla Leader,9.0
Ace Drummond,1936,James B. Leong,actor,Henry Kee [Chs. 1-11,8.0
Across the Pacific,1942,James B. Leong,actor,Nura,
Behind the Rising Sun,1943,James B. Leong,actor,Japanese Swordsman,
Boston Blackie's Chinese Venture,1949,James B. Leong,actor,Chinese Hatchet Man,
Buchanan Rides Alone,1958,James B. Leong,actor,Gomez's Friend,
Captured in Chinatown,1935,James B. Leong,actor,Wong,10.0
Charlie Chan in Shanghai,1935,James B. Leong,actor,Shanghai Police Operator,
China Sky,1945,James B. Leong,actor,Orderly,
Chinatown After Dark,1931,James B. Leong,actor,Servant,
Chinatown Squad,1935,James B. Leong,actor,Chinese Man,
Come and Get It!,1929,James B. Leong,actor,Singapore Joe,5.0
Daughter of the Tong,1939,James B. Leong,actor,Importer,
Deception,1946,James B. Leong,actor,Wedding Guest,
Destination Tokyo,1943,James B. Leong,actor,Japanese,
Dragon Seed,1944,James B. Leong,actor,City Man,
Drums of Fu Manchu,1940,James B. Leong,actor,"Chinese Si Fan Member [Chs.1,4,7-8,14",
Drums of Fu Manchu,1943,James B. Leong,actor,Si Fan Member,
East of Java,1935,James B. Leong,actor,Crewman,
First Yank Into Tokyo,1945,James B. Leong,actor,Japanese Soldier,
Green Dolphin Street,1947,James B. Leong,actor,Chinese Longshoreman,
Headin' for God's Country,1943,James B. Leong,actor,Japanese Officer,15.0
Her Husband's Affairs,1947,James B. Leong,actor,Acrobat,
I Was an American Spy,1951,James B. Leong,actor,Ho Sang,13.0
International Settlement,1938,James B. Leong,actor,Officer,
Lady from Chungking,1942,James B. Leong,actor,Chen,8.0
Lotus Lady,1930,James B. Leong,actor,Li,8.0
Macao,1952,James B. Leong,actor,Hood,
Mandalay,1934,James B. Leong,actor,"Leong, Waiter",
Marine Raiders,1944,James B. Leong,actor,Japanese Officer,
Mr. Deeds Goes to Town,1936,James B. Leong,actor,Chinese Chauffeur,
Mr. Moto Takes a Chance,1938,James B. Leong,actor,Native,
North of Shanghai,1939,James B. Leong,actor,Police Sergeant,17.0
Peking Express,1951,James B. Leong,actor,Train Conductor,
Prison Ship,1945,James B. Leong,actor,Japanese Soldier,
Ransom,1928,James B. Leong,actor,Scarface,5.0
Red Barry,1938,James B. Leong,actor,Chinese Waiter,
Remember Pearl Harbor,1942,James B. Leong,actor,Japanese Major,12.0
Rookies in Burma,1943,James B. Leong,actor,Japanese Soldier in Tank,
Secret Agent X-9,1945,James B. Leong,actor,Japanese Pilot,
Shadow of Chinatown (II),1936,James B. Leong,actor,Wong,10.0
Shadows of the Orient,1935,James B. Leong,actor,Ching Chu,9.0
Shadows Over Chinatown,1946,James B. Leong,actor,Curio Shop Owner,
Shanghai Express,1932,James B. Leong,actor,A Rebel,
Shanghai Lady,1929,James B. Leong,actor,Counselor,8.0
Smuggler's Island,1951,James B. Leong,actor,Native in Sampan,
South of Pago Pago,1940,James B. Leong,actor,Waiter,16.0
Submarine Raider,1942,James B. Leong,actor,Toramatsu,
Tangled Destinies,1932,James B. Leong,actor,Ling,10.0
Tarzan's New York Adventure,1942,James B. Leong,actor,Sun Lee's Measuring Assistant,
"Thank You, Mr. Moto",1937,James B. Leong,actor,Cop in Peiping,
The Adventures of Marco Polo,1938,James B. Leong,actor,Tartar Warrior,
The Beginning or the End,1947,James B. Leong,actor,Japanese Army Officer,
The Cat's-Paw,1934,James B. Leong,actor,Lee Chang - Chinese Villager,
The Devil Dancer,1927,James B. Leong,actor,The Grand Lama,11.0
The Fighting Seabees,1944,James B. Leong,actor,Japanese Officer,
The Good Earth,1937,James B. Leong,actor,Chinese Peasant,
The Hatchet Man,1932,James B. Leong,actor,Tong Member,
The Heart Punch,1932,James B. Leong,actor,Wong,7.0
The Hell Cat,1934,James B. Leong,actor,Chinese Man,
The Keys of the Kingdom,1944,James B. Leong,actor,Taoist Priest at Boy's Healing,
The Mountain Road,1960,James B. Leong,actor,Bit Role,
The Mysterious Mr. Wong,1934,James B. Leong,actor,Wong Henchman,
The Purple Heart,1944,James B. Leong,actor,Army Aide,
The Shanghai Story,1954,James B. Leong,actor,Policeman,
The Singing Marine,1937,James B. Leong,actor,Shanghai Radio Anouncer,
The Son of Kong,1933,James B. Leong,actor,Chinese Trader,
The Tuttles of Tahiti,1942,James B. Leong,actor,Candy Salesman,
They Met in Bombay,1941,James B. Leong,actor,Third Mate,
To the Ends of the Earth,1948,James B. Leong,actor,Chinese Driver,
Trick for Trick,1933,James B. Leong,actor,Chinese Henchman,
Wake Island,1942,James B. Leong,actor,Secretary to Japanese Envoy,
Welcome Danger,1929,James B. Leong,actor,Florist Henchman,
Welcome Danger,1929,James B. Leong,actor,High Priest,
West of Shanghai,1937,James B. Leong,actor,Pao - Man Who Goes for Help,
Closure (III),2012,Jason Leong,actor,Party Guest,16.0
Deeper Allure (Feature),2015,John (II) Leong,actor,Detective,
Refuge (IV),2017,John (IV) Leong,actor,Faculty,64.0
Kilimanjaro,2013,Julian Leong,actor,Ken,
"No Pay, Nudity",2016,Julian Leong,actor,Jin-Lee,
Ping Pong,1987,K.C. Leong,actor,Sam Wong,14.0
8 Mile,2002,Kei Leong,actor,Shelter Nightclub Goer,
Never Back Down,2008,Kei Leong,actor,Beatdown Spectator,
Man from Reno,2014,Larry M. Leong,actor,Book Event Attendee,
Pirates of the Caribbean: At World's End,2007,Larry M. Leong,actor,Steng,42.0
Ronin Boys,2005,Larry M. Leong,actor,Sahto,
Yeah Sure Okay,2008,Larry M. Leong,actor,Blue,
Close to You,2006,Lau Chee Leong,actor,Hotel Waiter,45.0
Scramble,2017,Myo Leong,actor,Yamaguchi,
December Ends,2006,Philippe Cu Leong,actor,Gun Dealer,16.0
Every Dog's Day,2005,Philippe Cu Leong,actor,Phil,
Nim's Island,2008,Phoenix Leong,actor,Goat Boy,29.0
Already Tomorrow in Hong Kong,2015,Po-Chih Leong,actor,Taxi Driver,12.0
Bu huo ying xiong,1985,Po-Chih Leong,actor,Tang San,3.0
Di yi lei xing wei xian,1980,Po-Chih Leong,actor,Head of Interpol Unit,
Do ma daan,1986,Po-Chih Leong,actor,Mr. Kam,10.0
The Orchard,2016,Ray (II) Leong,actor,Mr. Chan,23.0
One Leg Kicking,2001,Robin Leong,actor,Gavin,
Snake & Mongoose,2013,Roland Leong,actor,Himself,
Far East,1982,Sinan Leong,actor,Nene,6.0
28 Minute Epic,2017,Vincent (II) Leong,actor,The Doctor,
Apocalypsis,2016,Vincent (II) Leong,actor,NSA Agent,
Falling: A Story of Love,2014,Vincent (II) Leong,actor,Tia's Father,
Free the Nipple,2014,Vincent (II) Leong,actor,New Media Blogger,
Front Cover,2015,Vincent (II) Leong,actor,Press Photographer,
Ghost Source Zero,2017,Vincent (II) Leong,actor,Mr. Lim,
Home by Now,2016,Vincent (II) Leong,actor,Coffee Shop Patron,
Humans and Trees,2015,Vincent (II) Leong,actor,Vin,
Little Galicia,2015,Vincent (II) Leong,actor,Junkyard Attendant,
Moon Justice,2016,Vincent (II) Leong,actor,Billy,
Prince of Bollywood,2017,Vincent (II) Leong,actor,Wesley,
Romance in the Digital Age,2017,Vincent (II) Leong,actor,Michelle's Dad,25.0
Sensory Deprivation,2015,Vincent (II) Leong,actor,Principal Jackson,
Sushi Tushi or How Asia Broke Into American Pro Football,2018,Vincent (II) Leong,actor,Masanobu,
The Closer,2015,Vincent (II) Leong,actor,Referee,
The Hard Candy Kid,2018,Vincent (II) Leong,actor,Newscaster,
The Secret Garden,2016,Vincent (II) Leong,actor,Jason Wang,3.0
Viral Beauty,2017,Vincent (II) Leong,actor,Male Marsha Follower,
Windows on the World,2017,Vincent (II) Leong,actor,Western Union Teller,
Lady Bloodfight,2016,Vincent (III) Leong,actor,High Roller #2,56.0
The Breaks,1999,Wesley Leong,actor,Asian With Video Camer,
"Vietnam, Texas",1990,Wesley Leong,actor,Driver,19.0
City of Industry,1997,Will Leong,actor,Jesse,36.0
Joshua Tree,1993,Will Leong,actor,Chinese Gunmen #5,49.0
Kuffs,1992,Will Leong,actor,Japanese Hood,49.0
Kung Pow: Enter the Fist,2002,Will Leong,actor,Stick Fighter #4,22.0
Mission of Justice,1992,Will Leong,actor,Stick Fighter,
The Immortals,1995,Will Leong,actor,Korean Son,35.0
The Perfect Weapon,1991,Will Leong,actor,Man in Croc-Pit Bar,
White Cargo,1996,Will Leong,actor,Tiger Tong Leader,
Slaying Dragon by Supernatural Power,1941,Yee Leong,actor,Eastern People's Leader,
Noch bez miloserdiya,1962,Isaak Leongarov,actor,Sergeant Soppy,10.0
#Y,2014,Randolph Leongson,actor,Party Animal,83.0
Das verurteilte Dorf,1952,Fritz Leonhard,actor,Polizist,
Mister Radio,1924,M. Leonhard,actor,Apache,
The After School Special,2000,Randy Leonhard,actor,Student,
Paula,2016,Jonas Leonhardi,actor,Heinrich Vogeler,
Halb so wild,2013,Stefan Leonhardsberger,actor,David,5.0
"Emil, mer mues halt rede mitenand",1941,Arthur Leonhardt,actor,Max Bürgi,7.0
Petite Mort: The Death of the Americana,2009,Blake Leonhardt,actor,Sandoval,
Seven Servants,1996,Christian Leonhardt,actor,Second Thief,12.0
The Three Musketeers,1993,Christoph Leonhardt,actor,Cardinal Guard,
Theresa Is a Mother,2012,George Leonhardt,actor,Hot Tub swinger,
Chronik der Anna Magdalena Bach,1968,Gustav Leonhardt,actor,Johann Sebastian Bach,1.0
Falsche Bewegung,1975,Gustav Leonhardt,actor,"Johann Sebastian Bach, form film 'Chronik der Anna Magdalena Bach'",
Face/Off,1997,John Leonhardt,actor,Prisoner,
Titanic,1997,John Leonhardt,actor,Second Class Passenger,
Involution,2018,Merlin Leonhardt,actor,Aaron,
Assassin's Creed,2016,Matthew Leonhart,actor,Templar,
Burnt,2015,Matthew Leonhart,actor,Restaurant Patron,
I Now Pronounce You Chuck & Larry,2007,Matthew Leonhart,actor,Party Goer,
In the Heart of the Sea,2015,Matthew Leonhart,actor,Nantucket Fishmonger,
Jason Bourne,2016,Matthew Leonhart,actor,Conference attendee,
Philophobia,2018,Matthew Leonhart,actor,Dave,
Pirates of the Caribbean: At World's End,2007,Matthew Leonhart,actor,Asian Pirate,
The Accidental Spy,2017,Matthew Leonhart,actor,Tech Guy,
Grim,2015,Doug Leoni,actor,Zac,
The Fallen One,2016,Doug Leoni,actor,The Caretaker,
Distortions,1987,Gene Leoni,actor,Mourner #8,29.0
La patata bollente,1979,Ghirardo Leoni,actor,Direttore della fabbrica,
All Along,2007,Lou Leoni,actor,Office McDade,17.0
Attenti a quei P2,1982,Luigi Leoni,actor,Forlotti Assistant,
Cornetti alla crema,1981,Luigi Leoni,actor,Don Giacinto,9.0
Der Name der Rose,1986,Luigi Leoni,actor,Monk,32.0
Donne... botte e bersaglieri,1968,Luigi Leoni,actor,Director,
Frenesia dell'estate,1964,Luigi Leoni,actor,The Tall Man Slapped by Yvonne,
Gastone,1960,Luigi Leoni,actor,The Tall Man at Dance Class,
Ginger e Fred,1986,Luigi Leoni,actor,Mayor,32.0
Il fischio al naso,1967,Luigi Leoni,actor,The Newsvendor,20.0
Il mattatore,1960,Luigi Leoni,actor,Prisoner,
Il vigile,1960,Luigi Leoni,actor,The Welder with a Cigarette,
"Io, io, io.... e gli altri",1966,Luigi Leoni,actor,Young Man looking a movie,
"Ladro lui, ladra lei",1958,Luigi Leoni,actor,'Morbillo',
Permettete signora che ami vostra figlia?,1974,Luigi Leoni,actor,Carlo Maria,
Pierino la peste alla riscossa,1982,Luigi Leoni,actor,Orazio,
Ride bene... chi ride ultimo,1977,Luigi Leoni,actor,Villager,
Roma bene,1971,Luigi Leoni,actor,First lover of Dede Marescalli,34.0
Sesso e volentieri,1982,Luigi Leoni,actor,Terrorist,18.0
Sesso in testa,1974,Luigi Leoni,actor,Photographer,21.0
Zenabel,1969,Luigi Leoni,actor,Baldassarre,7.0
El Caso Watson,2017,Matteo Leoni,actor,James Terry Watson,
Sapore di te,2014,Matteo Leoni,actor,Chicco,9.0
The Startup: Accendi il tuo futuro,2017,Matteo Leoni,actor,Valerio Maffeis,
Der Name der Rose,1986,Mauro Leoni,actor,Peasant,48.0
Hardcore Hearts,2011,Michael Leoni,actor,Arbitrary Mass Guitarist,
Sledge,2006,Michael Leoni,actor,Turbine,
Tiramisu for Two,2016,Miguel Carvajal (II) Leoni,actor,Romelo,17.0
Under Influence,2016,Sidney Leoni,actor,Deer #4,6.0
12 mesyatsev,2013,Arhangelsky Leonid,actor,Lescha,
Alex Holeh Ahavah,1986,Jupiter Leonid,actor,Leonid the teacher,
Sababa,1983,Jupiter Leonid,actor,Army Doctor,8.0
Sapiches,1982,Jupiter Leonid,actor,Army doctor,25.0
Chasing the Bear,2012,Lorraine Leonida,actor,Receptionist,
Backward,2010,Max Leonida,actor,Dottor Pietro Coletti,13.0
Gamilia narki,2003,Leonidas Leonidakos,actor,Nikolas,5.0
Sumas y restas,2004,Leonidas,actor,El Llanero,
Animals,2012,Dimitri Leonidas,actor,Mark,3.0
Centurion,2010,Dimitri Leonidas,actor,Leonidas,20.0
Rosewater,2014,Dimitri Leonidas,actor,Davood,3.0
The Monuments Men,2014,Dimitri Leonidas,actor,Sam Epstein,9.0
Sweet Liberty,1986,John Leonidas,actor,Teamster #1,25.0
After Hours: The Movie,2011,Pierre Leonidas,actor,Papa Doc,
Dark Around the Stars,2013,L. Derek Leonidoff,actor,Youth Leader,
First Kid,1996,L. Derek Leonidoff,actor,Donut Kid,34.0
I Am Number Four,2011,L. Derek Leonidoff,actor,Mr. Berhman,18.0
In-Lawfully Yours,2016,L. Derek Leonidoff,actor,Church Visitor,
Letters to God,2010,L. Derek Leonidoff,actor,Pastor Andy,22.0
Moving,2002,L. Derek Leonidoff,actor,Ron Fervent,1.0
Unstoppable,2010,L. Derek Leonidoff,actor,FRA Official,30.0
The Contract,2016,Andreas Leonidou,actor,Fred the squatter,
Lernayin ltchi gaghtniqe,1954,L. Leonidov,actor,Andrey Petrovich,7.0
Gobzek,1937,Leonid Leonidov,actor,Gobzek,1.0
Krylya kholopa,1926,Leonid Leonidov,actor,Tsar Ivan the Terrible,1.0
Marionetki,1934,Leonid Leonidov,actor,Pulling the Strings - The Munitions Manufacturer,8.0
Yego prevoskhoditelstvo,1928,Leonid Leonidov,actor,Governor von Wahl,1.0
Yego prevoskhoditelstvo,1928,Leonid Leonidov,actor,Old Rabbi,1.0
Bindyuzhnik i korol,1989,Maksim Leonidov,actor,Benya Krik,5.0
Dukh,1999,Maksim Leonidov,actor,Maximilian von Stoltz,2.0
Igra voobrazheniya,1995,Maksim Leonidov,actor,A song,
Kak stat zvezdoy,1986,Maksim Leonidov,actor,A starlet,7.0
Admiral Ushakov,1953,Yuri Leonidov,actor,Sailor,39.0
Alitet ukhodit v gory,1950,Yuri Leonidov,actor,Frank,4.0
Bereg nadezhdy,1967,Yuri Leonidov,actor,Academician Makarov,1.0
Bukhta Yeleny,1964,Yuri Leonidov,actor,Shuvalov,1.0
Dom s mezoninom,1961,Yuri Leonidov,actor,Belokurov,5.0
Duel,1961,Yuri Leonidov,actor,Achmianov,
Kogda raskhoditsya tuman,1972,Yuri Leonidov,actor,Sergey Sergeyevich,8.0
Luchshiye gody,1984,Yuri Leonidov,actor,Serov,11.0
Milliony Ferfaksa,1980,Yuri Leonidov,actor,General Cummings,16.0
Musorgskiy,1950,Yuri Leonidov,actor,Alexander Borodin,4.0
Okhota na lis,1980,Yuri Leonidov,actor,Lawyer,9.0
Pyl pod solntsem,1977,Yuri Leonidov,actor,Bit-Part,
Sadko,1953,Yuri Leonidov,actor,Kuzma Larionovich,9.0
Sibiryachka,1973,Yuri Leonidov,actor,Raykom Secretary,
"Ty - mne, ya - tebe",1977,Yuri Leonidov,actor,Korrespodent,
Voyna i mir,1966,Yuri Leonidov,actor,Nesvitsky,72.0
Vysokoe zvanie. Dilogiya: Film vtoroy. Radi zhizni na zemle,1974,Yuri Leonidov,actor,Nachalnik razvedki,12.0
Yesli ty muzhchina...,1972,Yuri Leonidov,actor,Driver,
Khleb i rozy,1960,Yuri (II) Leonidov,actor,Ilya,24.0
Morskoy okhotnik,1955,Yuri (II) Leonidov,actor,Ivanov,5.0
Pora tayozhnogo podsnezhnika,1959,Yuri (II) Leonidov,actor,Stepan,
Vremya: moskovskoye,1976,Yuri (II) Leonidov,actor,Batura,
Pipe Dreams,1976,John Leoning,actor,Palooka Joe,
Amore tra le rovine,2015,Elisa Leonini,actor,Ballerina,5.0
O Caminho das Nuvens,2003,Lúcio Leonn,actor,Brutamontes 1,18.0
In the Void,2013,German Leonne,actor,Leonardo,3.0
King Rikki,2002,German Leonne,actor,Heavy #2,19.0
Relentless,2018,German Leonne,actor,Commander,
